VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4AZ0CP9D,Snohomish,Snohomish,WA,98290.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44.0,210676777,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052401.0
5UXTA6C04P,Kittitas,Ellensburg,WA,98926.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,13.0,224509183,POINT (-120.54513 46.993465),PUGET SOUND ENERGY INC,53037975202.0
5UXKT0C51J,Snohomish,Edmonds,WA,98026.0,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,21.0,160093965,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050402.0
1N4AZ0CP5G,Kittitas,Ellensburg,WA,98926.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,13.0,108197379,POINT (-120.54513 46.993465),PUGET SOUND ENERGY INC,53037975203.0
5YJ3E1EA9K,Thurston,Olympia,WA,98513.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,38990,2.0,202242918,POINT (-122.817545 46.98876),PUGET SOUND ENERGY INC,53067012420.0
5YJXCDE24L,Snohomish,Edmonds,WA,98020.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,79990,21.0,195386376,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050300.0
5YJ3E1EB6J,Snohomish,Everett,WA,98203.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,38.0,2682011,POINT (-122.213105 47.95479),PUGET SOUND ENERGY INC,53061041304.0
WP1AE2A23G,Kitsap,Bremerton,WA,98310.0,2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,23.0,116862070,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080102.0
1N4AZ0CP6D,Island,Freeland,WA,98249.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,10.0,239530994,POINT (-122.544745 48.03024),PUGET SOUND ENERGY INC,53029971301.0
5YJ3E1EB8K,Snohomish,Snohomish,WA,98290.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,38990,44.0,249268624,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052502.0
1G1RA6E41D,Grant,Moses Lake,WA,98837.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,13.0,6447500,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025010904.0
KM8S7DA28P,Stevens,Kettle Falls,WA,99141.0,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,7.0,241733964,POINT (-118.056575 48.604475),AVISTA CORP,53065950102.0
5YJ3E1EBXJ,Snohomish,Snohomish,WA,98290.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,39.0,454147480,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061053603.0
1N4BZ1CP4L,Thurston,Olympia,WA,98501.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22.0,150011991,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400.0
1G1RA6S52H,Thurston,Olympia,WA,98502.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22.0,170670055,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067010510.0
1G1RB6S58J,Chelan,Chelan,WA,98816.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,12.0,229685004,POINT (-120.015875 47.839895),PUD NO 1 OF CHELAN COUNTY,53007960301.0
3MW39FS04P,Snohomish,Lynnwood,WA,98036.0,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,32.0,257660707,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051401.0
5UXTA6C08P,Island,Oak Harbor,WA,98277.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,10.0,228275652,POINT (-122.6788673 48.2897314),PUGET SOUND ENERGY INC,53029970601.0
5UXTA6C09M,Snohomish,Lynnwood,WA,98087.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,21.0,255396487,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061042004.0
5YJ3E1EB7K,Snohomish,Edmonds,WA,98020.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,38990,21.0,475704155,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050502.0
KNDRJDLH1N,Spokane,Spokane,WA,99203.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,3.0,209835923,POINT (-117.425265 47.635365),MODERN ELECTRIC WATER COMPANY,53063004500.0
5YJ3E1EA9J,Snohomish,Edmonds,WA,98026.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,32.0,102332303,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050900.0
1G1FY6S07K,Island,Clinton,WA,98236.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10.0,148350947,POINT (-122.359364 47.9796552),PUGET SOUND ENERGY INC,53029971800.0
5YJSA1E26J,King,Burien,WA,98166.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74990,34.0,219570529,POINT (-122.341345 47.465925),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600.0
5YJ3E1EA4L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,38990,1.0,2866748,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051934.0
WA1LAAGE1K,Chelan,Cashmere,WA,98815.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,12.0,478436031,POINT (-120.4687 47.5173233),PUD NO 1 OF CHELAN COUNTY,53007960600.0
KL8CK6S07G,Snohomish,Everett,WA,98204.0,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,21.0,284979194,POINT (-122.240535 47.91139),PUGET SOUND ENERGY INC,53061041815.0
5YJ3E1EA6J,Snohomish,Snohomish,WA,98296.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,1.0,328076423,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052108.0
1N4AZ0CP3G,Kitsap,Poulsbo,WA,98370.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23.0,1219340,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090400.0
5YJ3E1EB5J,Chelan,Wenatchee,WA,98801.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,12.0,196321212,POINT (-120.32009 47.42255),PUD NO 1 OF CHELAN COUNTY,53007960801.0
5YJ3E1EA9J,Snohomish,Bothell,WA,98012.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,21.0,101113841,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051921.0
5YJ3E1EA7K,Thurston,Olympia,WA,98502.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,38990,35.0,285979830,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067011901.0
WBY1Z4C54G,King,Vashon,WA,98070.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,34.0,7078718,POINT (-122.46049 47.44873),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702.0
JN1AZ0CP6C,Island,Langley,WA,98260.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,10.0,5819362,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029971800.0
KM8JBDD23R,Snohomish,Bothell,WA,98012.0,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,21.0,256150562,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051928.0
5YJXCBE24G,Chelan,Chelan,WA,98816.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,79990,12.0,159222178,POINT (-120.015875 47.839895),PUD NO 1 OF CHELAN COUNTY,53007960303.0
JN1AZ0CP0C,Grant,Moses Lake,WA,98837.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,13.0,255859096,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025010904.0
5YJXCAE26G,Island,Oak Harbor,WA,98277.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,79990,10.0,175715557,POINT (-122.6788673 48.2897314),PUGET SOUND ENERGY INC,53029970300.0
KNDRMDLH6P,Snohomish,Everett,WA,98208.0,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,44.0,231118002,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041609.0
WBY2Z2C5XF,Snohomish,Marysville,WA,98270.0,2015,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,44.0,240829823,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052104.0
1FADP5CU4D,Pend Oreille,Newport,WA,99156.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,7.0,148318516,POINT (-117.049135 48.181095),PUD NO 1 OF PEND OREILLE COUNTY,53051970500.0
KNDCC3LG5K,Snohomish,Snohomish,WA,98290.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,44.0,166452667,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052502.0
1G1RC6S52G,Whitman,Pullman,WA,99163.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,9.0,253394186,POINT (-117.17912 46.730885),AVISTA CORP,53075000500.0
1N4AZ0CP4G,King,Ravensdale,WA,98051.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,5.0,117312226,POINT (-121.98104 47.358625),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603.0
2C4RC1N74J,Snohomish,Everett,WA,98208.0,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,44.0,138021460,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041601.0
5YJ3E1EA7J,Snohomish,Lynnwood,WA,98036.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,1.0,111508631,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051914.0
1G1RD6S55G,Yakima,Yakima,WA,98903.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,15.0,192531888,POINT (-120.477805 46.553505),PACIFICORP,53077940003.0
5YJ3E1EB2J,Island,Coupeville,WA,98239.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,10.0,476745517,POINT (-122.6880708 48.2179983),PUGET SOUND ENERGY INC,53029971100.0
1N4BZ1CP4K,Snohomish,Edmonds,WA,98020.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,21.0,124517508,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050501.0
JHMZC5F17J,Walla Walla,Walla Walla,WA,99362.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,16.0,309288927,POINT (-118.34332 46.063985),PACIFICORP,53071920801.0
KNDCE3LG1K,Island,Clinton,WA,98236.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,10.0,126145687,POINT (-122.359364 47.9796552),PUGET SOUND ENERGY INC,53029972000.0
5YJ3E1EB5K,King,Seattle,WA,98119.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,38990,36.0,477497709,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0
KL8CK6S03G,Snohomish,Brier,WA,98036.0,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,1.0,186158675,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051913.0
JN1AZ0CP6C,Snohomish,Mukilteo,WA,98275.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,21.0,165818663,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061041301.0
5UXKT0C52G,Thurston,Olympia,WA,98513.0,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,2.0,477957539,POINT (-122.817545 46.98876),PUGET SOUND ENERGY INC,53067012332.0
5YJXCBE28H,Kittitas,Cle Elum,WA,98922.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,79990,13.0,119654720,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975104.0
1G1FY6S06L,Island,Langley,WA,98260.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,10.0,125973823,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029971900.0
1G1RD6E48C,Yakima,Yakima,WA,98908.0,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,14.0,165207150,POINT (-120.6027202 46.5965625),PACIFICORP,53077002803.0
5YJ3E1EB5J,King,Seattle,WA,98178.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,37.0,180583336,POINT (-122.234385 47.494545),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026101.0
1N4AZ0CP1D,King,Redmond,WA,98053.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,45.0,143026929,POINT (-122.0222799 47.6958998),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332.0
WAUTPBFF0G,Walla Walla,Walla Walla,WA,99362.0,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,16.0,107411678,POINT (-118.34332 46.063985),PACIFICORP,53071920701.0
1G1FZ6S04L,Skagit,Mount Vernon,WA,98274.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,10.0,261987589,POINT (-122.322955 48.4152),PUGET SOUND ENERGY INC,53057951200.0
JA4J24A53J,Whitman,Pullman,WA,99163.0,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,9.0,260983026,POINT (-117.17912 46.730885),AVISTA CORP,53075000400.0
KM8K53AGXK,Thurston,Lacey,WA,98503.0,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,22.0,104966781,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011421.0
1G1RD6E46F,Grant,Moses Lake,WA,98837.0,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,13.0,273669441,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025010904.0
1FADP5CU6G,Kitsap,Poulsbo,WA,98370.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23.0,228088255,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035091100.0
JTJHKCFZ8R,Walla Walla,Walla Walla,WA,99362.0,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,16.0,257774296,POINT (-118.34332 46.063985),PACIFICORP,53071920902.0
5YJSA1DN6D,Yakima,Yakima,WA,98903.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,74990,14.0,156737612,POINT (-120.477805 46.553505),PACIFICORP,53077003003.0
5YJSA1E16H,King,Kent,WA,98031.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,74990,47.0,110220127,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0
WMEFJ9BA2J,Thurston,Olympia,WA,98503.0,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,2.0,476387103,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011500.0
ZACPDFCWXR,King,Tukwila,WA,98188.0,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11.0,262064981,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
5YJ3E1EB4J,King,Seattle,WA,98102.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,43.0,475818899,POINT (-122.32226 47.64058),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0
5YJ3E1ECXL,King,Seattle,WA,98101.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,38990,43.0,144264130,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007302.0
1G1FX6S07J,King,Federal Way,WA,98003.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,30.0,329417497,POINT (-122.31327 47.32309),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030403.0
KNDPYDAH4P,King,Bothell,WA,98011.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,1.0,251094000,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0
JA4J24A56K,King,Bellevue,WA,98008.0,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,48.0,478879985,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100.0
5YJYGDEE0L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,43990,48.0,127326930,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0
YV4BK0DP5M,King,Seattle,WA,98112.0,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,43.0,255237377,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200.0
1C4JJXN63P,King,Tukwila,WA,98188.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11.0,237873331,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
WP1AE2AY9K,King,Seattle,WA,98177.0,2019,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,36.0,233909490,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600.0
1N4BZ0CP7H,King,Kirkland,WA,98033.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,48.0,208983183,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.0
5YJSA1CG6D,Kitsap,Port Orchard,WA,98367.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,74990,26.0,124244284,POINT (-122.6847073 47.50524),PUGET SOUND ENERGY INC,53035092902.0
1N4AZ0CP0F,King,Federal Way,WA,98023.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,30.0,173564541,POINT (-122.36363 47.30675),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030310.0
JTDKN3DP5F,King,Shoreline,WA,98155.0,2015,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,32.0,261312320,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021100.0
5YJ3E1EB5J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,38990,45.0,119547242,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
KNDRMDLH9P,King,Kirkland,WA,98034.0,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,45.0,240609470,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.0
WP1AE2A27J,Clark,Vancouver,WA,98685.0,2018,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,49.0,220555779,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908.0
3FA6P0PU4F,Clark,Vancouver,WA,98684.0,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,17.0,228549464,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041336.0
JTMEB3FV8M,Clark,Vancouver,WA,98686.0,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,49.0,207103235,POINT (-122.6483953 45.7010427),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803.0
JTMAB3FV9M,King,Duvall,WA,98019.0,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,45.0,172826153,POINT (-121.9810747 47.7377962),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402.0
1N4AZ0CP7D,King,Kirkland,WA,98034.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,45.0,119189353,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
5YJSA1H21F,King,Redmond,WA,98052.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,74990,45.0,148841822,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
1FADP5CU6D,King,Bellevue,WA,98006.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,41.0,231707584,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800.0
KNDRMDLH6P,King,Bellevue,WA,98006.0,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,41.0,236071748,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704.0
1G1FX6S02J,Clark,Vancouver,WA,98665.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,49.0,211099066,POINT (-122.66592 45.678565),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041008.0
5YJXCBE29J,Clark,Vancouver,WA,98686.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79990,17.0,240901349,POINT (-122.6483953 45.7010427),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811.0
ZACPDFCW7R,King,Tukwila,WA,98188.0,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11.0,260274171,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
4JGFB4GB3R,Kitsap,Bainbridge Island,WA,98110.0,2024,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,48,0,23.0,262256879,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090902.0
